(1540, 1560, 0, 0)	0 0
(1560, 1580, 0, 0)	0 0
(1580, 1600, 0, 0)	0 0
(1600, 1620, 0, 0)	0 0
(1620, 1640, 0, 0)	0 0
(1640, 1660, 0, 0)	0 0
(1660, 1680, 0, 0)	0 0
(1680, 1700, 0, 0)	0 0
(1700, 1720, 0, 0)	0 0
(1720, 1740, 0, 0)	0 0
(1740, 1760, 0, 0)	0 0
(1760, 1780, 0, 0)	0 0
(1780, 1800, 0, 0)	0 0
(1800, 1820, 0, 0)	0 0
(1820, 1840, 0, 0)	0 0
(1840, 1860, 0, 0)	0 0
(1860, 1880, 0, 0)	0 0
(1880, 1900, 0, 0)	0 0
(1900, 1920, 0, 0)	0 0
(1920, 1940, 0, 0)	0 0
(1940, 1960, 0, 0)	0 0
(1960, 1980, 0, 0)	0 0
(1980, 2000, 0, 0)	0 0
(2000, 2020, 0, 0)	0 0
(2020, 2040, 0, 0)	0 0
(2040, 2060, 0, 0)	0 0
(2060, 2080, 0, 0)	0 0
(2080, 2100, 0, 0)	0 0
(2100, 2120, 0, 0)	0 0
(2120, 2140, 0, 0)	0 0
(2140, 2160, 0, 0)	0 0
(2160, 2180, 0, 0)	0 0
(2180, 2200, 0, 0)	0 0
(2200, 2220, 0, 0)	0 0
(2220, 2240, 0, 0)	0 0
(2240, 2260, 0, 0)	0 0
(2260, 2280, 0, 0)	0 0
(2280, 2300, 0, 0)	0 0
(2300, 2320, 0, 0)	0 0
(2320, 2340, 0, 0)	0 0
(2340, 2360, 0, 0)	0 0
(2360, 2380, 0, 0)	0 0
(2380, 2400, 0, 0)	0 0
(2400, 2420, 0, 0)	0 0
(2420, 2440, 0, 0)	0 0
(2440, 2460, 0, 0)	0 0
(2460, 2480, 0, 0)	0 0
(2480, 2500, 0, 0)	0 0
(2500, 2520, 0, 0)	0 0
(2520, 2540, 0, 0)	0 0
(2540, 2560, 0, 0)	0 0
(2560, 2580, 0, 0)	0 0
(2580, 2600, 0, 0)	0 0
(2600, 2620, 0, 0)	0 0
(2620, 2640, 0, 0)	0 0
(2640, 2660, 0, 0)	0 0
(2660, 2680, 0, 0)	0 0
(2680, 2700, 0, 0)	0 0
(2700, 2720, 0, 0)	0 0
(2720, 2740, 0, 0)	0 0
(2740, 2760, 0, 0)	0 0
(2760, 2780, 0, 0)	0 0
(2780, 2800, 0, 0)	0 0
(2800, 2820, 0, 0)	0 0
(2820, 2840, 0, 0)	0 0
(2840, 2860, 0, 0)	0 0
(2860, 2880, 0, 0)	0 0
(2880, 2900, 0, 0)	0 0
(2900, 2920, 0, 0)	0 0
(2920, 2940, 0, 0)	0 0
(2940, 2960, 0, 0)	0 0
(2960, 2980, 0, 0)	0 0
(2980, 3000, 0, 0)	0 0
(3000, 3020, 0, 0)	0 0
(3020, 3040, 0, 0)	0 0
(3040, 3060, 0, 0)	0 0
(3060, 3080, 0, 0)	0 0
(3080, 3100, 0, 0)	0 0
(3100, 3120, 0, 0)	0 0
(3120, 3140, 0, 0)	0 0
(3140, 3160, 0, 0)	0 0
(3160, 3180, 0, 0)	0 0
(3180, 3200, 0, 0)	0 0
(3200, 3220, 0, 0)	0 0
(3220, 3240, 0, 0)	0 0
(3240, 3260, 0, 0)	0 0
(3260, 3280, 0, 0)	0 0
(3280, 3300, 0, 0)	0 0
(3300, 3320, 0, 0)	0 0
(3320, 3340, 0, 0)	0 0
(3340, 3360, 0, 0)	0 0
(3360, 3380, 0, 0)	0 0
(3380, 3400, 0, 0)	0 0
(3400, 3420, 0, 0)	0 0
(3420, 3440, 0, 0)	0 0
(3440, 3460, 0, 0)	0 0
(3460, 3480, 0, 0)	0 0
(3480, 3500, 0, 0)	0 0
(3500, 3520, 0, 0)	0 0
(3520, 3540, 0, 0)	0 0
(3540, 3560, 0, 0)	0 0
(3560, 3580, 0, 0)	0 0
(3580, 3600, 0, 0)	0 0
(3600, 3620, 0, 0)	0 0
(3620, 3640, 0, 0)	0 0
(3640, 3660, 0, 0)	0 0
(3660, 3680, 0, 0)	0 0
(3680, 3700, 0, 0)	0 0
(3700, 3720, 0, 0)	0 0
(3720, 3740, 0, 0)	0 0
(3740, 3760, 0, 0)	0 0
(3760, 3780, 0, 0)	0 0
(3780, 3800, 0, 0)	0 0
(3800, 3820, 0, 0)	0 0
(3820, 3840, 0, 0)	0 0
(3840, 3860, 0, 0)	0 0
(3860, 3880, 0, 0)	0 0
(3880, 3900, 0, 0)	0 0
(3900, 3920, 0, 0)	0 0
(3920, 3940, 0, 0)	0 0
(3940, 3960, 0, 0)	0 0
(3960, 3980, 0, 0)	0 0
(3980, 4000, 0, 0)	0 0
(4000, 4020, 0, 0)	0 0
(4020, 4040, 0, 0)	0 0
(4040, 4060, 0, 0)	0 0
(4060, 4080, 0, 0)	0 0
(4080, 4100, 0, 0)	0 0
(4100, 4120, 0, 0)	0 0
(4120, 4140, 0, 0)	0 0
(4140, 4160, 0, 0)	0 0
(4160, 4180, 0, 0)	0 0
(4180, 4200, 0, 0)	0 0
(4200, 4220, 0, 0)	0 0
(4220, 4240, 0, 0)	0 0
(4240, 4260, 0, 0)	0 0
(4260, 4280, 0, 0)	0 0
(4280, 4300, 0, 0)	0 0
(4300, 4320, 0, 0)	0 0
(4320, 4340, 0, 0)	0 0
(4340, 4360, 0, 0)	0 0
(4360, 4380, 0, 0)	0 0
(4380, 4400, 0, 0)	0 0
(4400, 4420, 0, 0)	0 0
(4420, 4440, 0, 0)	0 0
(4440, 4460, 0, 0)	0 0
(4460, 4480, 0, 0)	0 0
(4480, 4500, 0, 0)	0 0
(4500, 4520, 0, 0)	0 0
(4520, 4540, 0, 0)	0 0
(4540, 4560, 0, 0)	0 0
(4560, 4580, 0, 0)	0 0
(4580, 4600, 0, 0)	0 0
(4600, 4620, 0, 0)	0 0
(4620, 4640, 0, 0)	0 0
(4640, 4660, 0, 0)	0 0
(4660, 4680, 0, 0)	0 0
(4680, 4700, 0, 0)	0 0
(4700, 4720, 0, 0)	0 0
(4720, 4740, 0, 0)	0 0
(4740, 4760, 0, 0)	0 0
(4760, 4780, 0, 0)	0 0
(4780, 4800, 0, 0)	0 0
(4800, 4820, 0, 0)	0 0
(4820, 4840, 0, 0)	0 0
(4840, 4860, 0, 0)	0 0
(4860, 4880, 0, 0)	0 0
(4880, 4900, 0, 0)	0 0
(4900, 4920, 0, 0)	0 0
(4920, 4940, 0, 0)	0 0
(4940, 4960, 0, 0)	0 0
(4960, 4980, 0, 0)	0 0
(4980, 5000, 0, 0)	0 0
(5000, 5020, 0, 0)	0 0
(5020, 5040, 0, 0)	0 0
(5040, 5060, 0, 0)	0 0
(5060, 5080, 0, 0)	0 0
(5080, 5100, 0, 0)	0 0
(5100, 5120, 0, 0)	0 0
(5120, 5140, 0, 0)	0 0
(5140, 5160, 0, 0)	0 0
(5160, 5180, 0, 0)	0 0
(5180, 5200, 0, 0)	0 0
(5200, 5220, 0, 0)	0 0
(5220, 5240, 0, 0)	0 0
(5240, 5260, 0, 0)	0 0
(5260, 5280, 0, 0)	0 0
(5280, 5300, 0, 0)	0 0
(5300, 5320, 0, 0)	0 0
(5320, 5340, 0, 0)	0 0
(5340, 5360, 0, 0)	0 0
(5360, 5380, 0, 0)	0 0
(5380, 5400, 0, 0)	0 0
(5400, 5420, 0, 0)	0 0
(5420, 5440, 0, 0)	0 0
(5440, 5460, 0, 0)	0 0
(5460, 5480, 0, 0)	0 0
(5480, 5500, 0, 0)	0 0
(5500, 5520, 0, 0)	0 0
(5520, 5540, 0, 0)	0 0
(5540, 5560, 0, 0)	0 0
(5560, 5580, 0, 0)	0 0
(5580, 5600, 0, 0)	0 0
(5600, 5620, 0, 0)	0 0
(5620, 5640, 0, 0)	0 0
(5640, 5660, 0, 0)	0 0
(5660, 5680, 0, 0)	0 0
(5680, 5700, 0, 0)	0 0
(5700, 5720, 0, 0)	0 0
(5720, 5740, 0, 0)	0 0
(5740, 5760, 0, 0)	0 0
(5760, 5780, 0, 0)	0 0
(5780, 5800, 0, 0)	0 0
(5800, 5820, 0, 0)	0 0
(5820, 5840, 0, 0)	0 0
(5840, 5860, 0, 0)	0 0
(5860, 5880, 0, 0)	0 0
(5880, 5900, 0, 0)	0 0
(5900, 5920, 0, 0)	0 0
(5920, 5940, 0, 0)	0 0
(5940, 5960, 0, 0)	0 0
(5960, 5980, 0, 0)	0 0
(5980, 6000, 0, 0)	0 0
(6000, 6020, 0, 0)	0 0
(6020, 6040, 0, 0)	0 0
(6040, 6060, 0, 0)	0 0
(6060, 6080, 0, 0)	0 0
(6080, 6100, 0, 0)	0 0
(6100, 6120, 0, 0)	0 0
(6120, 6140, 0, 0)	0 0
(6140, 6160, 0, 0)	0 0
(6160, 6180, 0, 0)	0 0
(6180, 6200, 0, 0)	0 0
(6200, 6220, 0, 0)	0 0
(6220, 6240, 0, 0)	0 0
(6240, 6260, 0, 0)	0 0
(6260, 6280, 0, 0)	0 0
(6280, 6300, 0, 0)	0 0
(6300, 6320, 0, 0)	0 0
(6320, 6340, 0, 0)	0 0
(6340, 6360, 0, 0)	0 0
(6360, 6380, 0, 0)	0 0
(6380, 6400, 0, 0)	0 0
(6400, 6420, 0, 0)	0 0
(6420, 6440, 0, 0)	0 0
(6440, 6460, 0, 0)	0 0
(6460, 6480, 0, 0)	0 0
(6480, 6500, 0, 0)	0 0
(6500, 6520, 0, 0)	0 0
(6520, 6540, 0, 0)	0 0
(6540, 6560, 0, 0)	0 0
(6560, 6580, 0, 0)	0 0
(6580, 6600, 0, 0)	0 0
(6600, 6620, 0, 0)	0 0
(6620, 6640, 0, 0)	0 0
(6640, 6660, 0, 0)	0 0
(6660, 6680, 0, 0)	0 0
(6680, 6700, 0, 0)	0 0
(6700, 6720, 0, 0)	0 0
(6720, 6740, 0, 0)	0 0
(6740, 6760, 0, 0)	0 0
(6760, 6780, 0, 0)	0 0
(6780, 6800, 0, 0)	0 0
(6800, 6820, 0, 0)	0 0
(6820, 6840, 0, 0)	0 0
(6840, 6860, 0, 0)	0 0
(6860, 6880, 0, 0)	0 0
(6880, 6900, 0, 0)	0 0
(6900, 6920, 0, 0)	0 0
(6920, 6940, 0, 0)	0 0
(6940, 6960, 0, 0)	0 0
(6960, 6980, 0, 0)	0 0
(6980, 7000, 0, 0)	0 0
(7000, 7020, 0, 0)	0 0
(7020, 7040, 0, 0)	0 0
(7040, 7060, 0, 0)	0 0
(7060, 7080, 0, 0)	0 0
(7080, 7100, 0, 0)	0 0
(7100, 7120, 0, 0)	0 0
(7120, 7140, 0, 0)	0 0
(7140, 7160, 0, 0)	0 0
(7160, 7180, 0, 0)	0 0
(7180, 7200, 0, 0)	0 0
(7200, 7220, 0, 0)	0 0
(7220, 7240, 0, 0)	0 0
(7240, 7260, 0, 0)	0 0
(7260, 7280, 0, 0)	0 0
(7280, 7300, 0, 0)	0 0
(7300, 7320, 0, 0)	0 0
(7320, 7340, 0, 0)	0 0
(7340, 7360, 0, 0)	0 0
(7360, 7380, 0, 0)	0 0
(7380, 7400, 0, 0)	0 0
(7400, 7420, 0, 0)	0 0
(7420, 7440, 0, 0)	0 0
(7440, 7460, 0, 0)	0 0
(7460, 7480, 0, 0)	0 0
(7480, 7500, 0, 0)	0 0
(7500, 7520, 0, 0)	0 0
(7520, 7540, 0, 0)	0 0
(7540, 7560, 0, 0)	0 0
(7560, 7580, 0, 0)	0 0
(7580, 7600, 0, 0)	0 0
(7600, 7620, 0, 0)	0 0
(7620, 7640, 0, 0)	0 0
(7640, 7660, 0, 0)	0 0
(7660, 7680, 0, 0)	0 0
(7680, 7700, 0, 0)	0 0
(7700, 7720, 0, 0)	0 0
(7720, 7740, 0, 0)	0 0
(7740, 7760, 0, 0)	0 0
(7760, 7780, 0, 0)	0 0
(7780, 7800, 0, 0)	0 0
(7800, 7820, 0, 0)	0 0
(7820, 7840, 0, 0)	0 0
(7840, 7860, 0, 0)	0 0
(7860, 7880, 0, 0)	0 0
(7880, 7900, 0, 0)	0 0
(7900, 7920, 0, 0)	0 0
(7920, 7940, 0, 0)	0 0
(7940, 7960, 0, 0)	0 0
(7960, 7980, 0, 0)	0 0
(7980, 8000, 0, 0)	0 0
(8000, 8020, 0, 0)	0 0
(8020, 8040, 0, 0)	0 0
(8040, 8060, 0, 0)	0 0
(8060, 8080, 0, 0)	0 0
(8080, 8100, 0, 0)	0 0
(8100, 8120, 0, 0)	0 0
(8120, 8140, 0, 0)	0 0
(8140, 8160, 0, 0)	0 0
(8160, 8180, 0, 0)	0 0
(8180, 8200, 0, 0)	0 0
(8200, 8220, 0, 0)	0 0
(8220, 8240, 0, 0)	0 0
(8240, 8260, 0, 0)	0 0
(8260, 8280, 0, 0)	0 0
(8280, 8300, 0, 0)	0 0
(8300, 8320, 0, 0)	0 0
(8320, 8340, 0, 0)	0 0
(8340, 8360, 0, 0)	0 0
(8360, 8380, 0, 0)	0 0
(8380, 8400, 0, 0)	0 0
(8400, 8420, 0, 0)	0 0
(8420, 8440, 0, 0)	0 0
(8440, 8460, 0, 0)	0 0
(8460, 8480, 0, 0)	0 0
(8480, 8500, 0, 0)	0 0
(8500, 8520, 0, 0)	0 0
(8520, 8540, 0, 0)	0 0
(8540, 8560, 0, 0)	0 0
(8560, 8580, 0, 0)	0 0
(8580, 8600, 0, 0)	0 0
(8600, 8620, 0, 0)	0 0
(8620, 8640, 0, 0)	0 0
(8640, 8660, 0, 0)	0 0
(8660, 8680, 0, 0)	0 0
(8680, 8700, 0, 0)	0 0
(8700, 8720, 0, 0)	0 0
(8720, 8740, 0, 0)	0 0
(8740, 8760, 0, 0)	0 0
(8760, 8780, 0, 0)	0 0
(8780, 8800, 0, 0)	0 0
___________
(8800, 8820, 8902, 8923)	18 1
___________
(8820, 8840, 8753, 8773)	20 1
(8840, 8860, 8773, 8792)	19 1
(8860, 8880, 8791, 8811)	20 1
___________
(8880, 8900, 8751, 8770)	18 8
___________
(8900, 8920, 8822, 8842)	20 1
(8920, 8940, 8842, 8862)	20 1
(8940, 8960, 8862, 8882)	20 1
(8960, 8980, 8882, 8903)	19 1
___________
(8980, 9000, 8811, 8831)	20 1
___________
(9000, 9020, 8924, 8943)	17 1
(9020, 9040, 8943, 8962)	19 1
(9040, 9060, 8963, 8982)	17 3
(9060, 9080, 8982, 9002)	20 1
(9080, 9100, 9002, 9024)	18 1
(9100, 9120, 9024, 9042)	17 6
___________
(9120, 9140, 8948, 8966)	17 1
___________
(9140, 9160, 8759, 8779)	18 4
___________
(9160, 9180, 9000, 9021)	19 7
___________
(9180, 9200, 8753, 8772)	18 2
___________
(9200, 9220, 8812, 8833)	19 1
___________
(9220, 9240, 9041, 9061)	18 2
___________
(9240, 9260, 9029, 9048)	19 2
___________
(9260, 9280, 8994, 9015)	19 7
___________
(9280, 9300, 8966, 8987)	15 5
___________
(9300, 9320, 9021, 9041)	20 3
___________
(9320, 9340, 9031, 9050)	19 2
___________
(9340, 9360, 8742, 8761)	17 13
___________
(9360, 9380, 8996, 9014)	18 10
___________
(9380, 9400, 9046, 9067)	19 2
___________
(9400, 9420, 8828, 8847)	18 7
___________
(9420, 9440, 8730, 8750)	19 1
___________
(9440, 9460, 8993, 9013)	16 8
(9460, 9480, 9016, 9035)	18 3
(9480, 9500, 9035, 9054)	19 2
___________
(9500, 9520, 9032, 9052)	20 2
___________
(9520, 9540, 8997, 9015)	18 6
___________
(9540, 9560, 8723, 8744)	17 7
___________
(9560, 9580, 9024, 9045)	19 3
(9580, 9600, 9045, 9065)	20 2
___________
(9600, 9620, 8989, 9009)	16 10
___________
(9620, 9640, 9034, 9054)	19 2
___________
(9640, 9660, 9032, 9052)	20 2
___________
(9660, 9680, 8999, 9019)	20 1
___________
(9680, 9700, 9040, 9060)	19 2
___________
(9700, 9720, 9092, 9111)	16 1
___________
(9720, 9740, 9036, 9055)	19 2
___________
(9740, 9760, 9022, 9043)	19 3
___________
(9760, 9780, 9032, 9052)	20 2
___________
(9780, 9800, 9042, 9060)	18 4
___________
(9800, 9820, 9028, 9048)	20 2
___________
(9820, 9840, 9016, 9033)	17 3
(9840, 9860, 9033, 9052)	19 2
___________
(9860, 9880, 8812, 8832)	18 13
___________
(9880, 9900, 9039, 9059)	19 2
___________
(9900, 9920, 8995, 9015)	20 3
___________
(9920, 9940, 9026, 9046)	20 2
___________
(9940, 9960, 9025, 9045)	20 3
___________
(9960, 9980, 9002, 9022)	18 7
___________
(9980, 10000, 8914, 8934)	16 5
___________
(10000, 10020, 8968, 8988)	17 5
___________
(10020, 10040, 9032, 9052)	19 4
___________
(10040, 10060, 9041, 9060)	19 2
___________
(10060, 10080, 8729, 8747)	16 5
___________
(10080, 10100, 9016, 9034)	18 6
(10100, 10120, 9034, 9052)	18 6
___________
(10120, 10140, 8813, 8833)	17 5
___________
(10140, 10160, 8997, 9017)	20 1
(10160, 10180, 9016, 9035)	19 3
___________
(10180, 10200, 8738, 8756)	18 5
___________
(10200, 10220, 8537, 8559)	16 16
___________
(10220, 10240, 9046, 9065)	18 4
___________
(10240, 10260, 9032, 9052)	19 4
___________
(10260, 10280, 9029, 9049)	19 2
___________
(10280, 10300, 9006, 9029)	17 10
___________
(10300, 10320, 8822, 8841)	18 3
___________
(10320, 10340, 8914, 8931)	16 3
___________
(10340, 10360, 9019, 9039)	20 3
(10360, 10380, 9039, 9059)	20 2
___________
(10380, 10400, 8731, 8750)	18 9
___________
(10400, 10420, 8730, 8749)	19 3
___________
(10420, 10440, 9046, 9066)	19 2
___________
(10440, 10460, 9125, 9144)	16 1
___________
(10460, 10480, 9033, 9054)	19 2
___________
(10480, 10500, 8725, 8744)	17 9
___________
(10500, 10520, 9020, 9040)	19 3
___________
(10520, 10540, 8731, 8752)	18 1
___________
(10540, 10560, 8994, 9012)	18 6
___________
(10560, 10580, 8858, 8879)	17 1
___________
(10580, 10600, 8729, 8747)	17 11
___________
(10600, 10620, 9023, 9042)	19 6
___________
(10620, 10640, 8969, 8988)	18 3
___________
(10640, 10660, 8815, 8835)	18 11
___________
(10660, 10680, 8815, 8836)	19 2
___________
(10680, 10700, 8735, 8755)	18 4
___________
(10700, 10720, 8734, 8754)	20 1
___________
(10720, 10740, 9031, 9051)	20 2
___________
(10740, 10760, 9100, 9117)	17 2
___________
(10760, 10780, 8733, 8751)	17 7
___________
(10780, 10800, 8811, 8831)	19 13
___________
(10800, 10820, 8712, 8730)	17 20
___________
(10820, 10840, 8993, 9013)	17 1
___________
(10840, 10860, 8738, 8757)	18 5
___________
(10860, 10880, 9022, 9041)	18 6
___________
(10880, 10900, 9105, 9125)	20 1
(10900, 10920, 9125, 9144)	19 1
(10920, 10940, 9144, 9164)	20 1
(10940, 10960, 9162, 9182)	18 3
(10960, 10980, 9182, 9202)	20 1
(10980, 11000, 9202, 9220)	18 1
(11000, 11020, 9220, 9238)	18 3
___________
(11020, 11040, 0, 0)	0 0
(11040, 11060, 0, 0)	0 0
(11060, 11080, 0, 0)	0 0
(11080, 11100, 0, 0)	0 0
(11100, 11120, 0, 0)	0 0
(11120, 11140, 0, 0)	0 0
(11140, 11160, 0, 0)	0 0
(11160, 11180, 0, 0)	0 0
(11180, 11200, 0, 0)	0 0
(11200, 11220, 0, 0)	0 0
(11220, 11240, 0, 0)	0 0
(11240, 11260, 0, 0)	0 0
(11260, 11280, 0, 0)	0 0
(11280, 11300, 0, 0)	0 0
(11300, 11320, 0, 0)	0 0
(11320, 11340, 0, 0)	0 0
(11340, 11360, 0, 0)	0 0
(11360, 11380, 0, 0)	0 0
(11380, 11400, 0, 0)	0 0
(11400, 11420, 0, 0)	0 0
(11420, 11440, 0, 0)	0 0
(11440, 11460, 0, 0)	0 0
(11460, 11480, 0, 0)	0 0
(11480, 11500, 0, 0)	0 0
(11500, 11520, 0, 0)	0 0
(11520, 11540, 0, 0)	0 0
(11540, 11560, 0, 0)	0 0
(11560, 11580, 0, 0)	0 0
(11580, 11600, 0, 0)	0 0
(11600, 11620, 0, 0)	0 0
(11620, 11640, 0, 0)	0 0
(11640, 11660, 0, 0)	0 0
(11660, 11680, 0, 0)	0 0
(11680, 11700, 0, 0)	0 0
(11700, 11720, 0, 0)	0 0
(11720, 11740, 0, 0)	0 0
(11740, 11760, 0, 0)	0 0
(11760, 11780, 0, 0)	0 0
(11780, 11800, 0, 0)	0 0
(11800, 11820, 0, 0)	0 0
(11820, 11840, 0, 0)	0 0
(11840, 11860, 0, 0)	0 0
(11860, 11880, 0, 0)	0 0
(11880, 11900, 0, 0)	0 0
(11900, 11920, 0, 0)	0 0
(11920, 11940, 0, 0)	0 0
(11940, 11960, 0, 0)	0 0
(11960, 11980, 0, 0)	0 0
(11980, 12000, 0, 0)	0 0
(12000, 12020, 0, 0)	0 0
(12020, 12040, 0, 0)	0 0
(12040, 12060, 0, 0)	0 0
(12060, 12080, 0, 0)	0 0
(12080, 12100, 0, 0)	0 0
(12100, 12120, 0, 0)	0 0
(12120, 12140, 0, 0)	0 0
(12140, 12160, 0, 0)	0 0
(12160, 12180, 0, 0)	0 0
(12180, 12200, 0, 0)	0 0
(12200, 12220, 0, 0)	0 0
(12220, 12240, 0, 0)	0 0
(12240, 12260, 0, 0)	0 0
(12260, 12280, 0, 0)	0 0
(12280, 12300, 0, 0)	0 0
(12300, 12320, 0, 0)	0 0
(12320, 12340, 0, 0)	0 0
(12340, 12360, 0, 0)	0 0
(12360, 12380, 0, 0)	0 0
(12380, 12400, 0, 0)	0 0
(12400, 12420, 0, 0)	0 0
(12420, 12440, 0, 0)	0 0
(12440, 12460, 0, 0)	0 0
(12460, 12480, 0, 0)	0 0
(12480, 12500, 0, 0)	0 0
(12500, 12520, 0, 0)	0 0
(12520, 12540, 0, 0)	0 0
(12540, 12560, 0, 0)	0 0
(12560, 12580, 0, 0)	0 0
(12580, 12600, 0, 0)	0 0
(12600, 12620, 0, 0)	0 0
(12620, 12640, 0, 0)	0 0
(12640, 12660, 0, 0)	0 0
(12660, 12680, 0, 0)	0 0
(12680, 12700, 0, 0)	0 0
(12700, 12720, 0, 0)	0 0
(12720, 12740, 0, 0)	0 0
(12740, 12760, 0, 0)	0 0
(12760, 12780, 0, 0)	0 0
(12780, 12800, 0, 0)	0 0
(12800, 12820, 0, 0)	0 0
(12820, 12840, 0, 0)	0 0
(12840, 12860, 0, 0)	0 0
(12860, 12880, 0, 0)	0 0
(12880, 12900, 0, 0)	0 0
(12900, 12920, 0, 0)	0 0
(12920, 12940, 0, 0)	0 0
(12940, 12960, 0, 0)	0 0
(12960, 12980, 0, 0)	0 0
(12980, 13000, 0, 0)	0 0
(13000, 13020, 0, 0)	0 0
(13020, 13040, 0, 0)	0 0
(13040, 13060, 0, 0)	0 0
(13060, 13080, 0, 0)	0 0
(13080, 13100, 0, 0)	0 0
(13100, 13120, 0, 0)	0 0
(13120, 13140, 0, 0)	0 0
(13140, 13160, 0, 0)	0 0
(13160, 13180, 0, 0)	0 0
(13180, 13200, 0, 0)	0 0
(13200, 13220, 0, 0)	0 0
(13220, 13240, 0, 0)	0 0
(13240, 13260, 0, 0)	0 0
(13260, 13280, 0, 0)	0 0
(13280, 13300, 0, 0)	0 0
(13300, 13320, 0, 0)	0 0
(13320, 13340, 0, 0)	0 0
(13340, 13360, 0, 0)	0 0
(13360, 13380, 0, 0)	0 0
(13380, 13400, 0, 0)	0 0
(13400, 13420, 0, 0)	0 0
(13420, 13440, 0, 0)	0 0
(13440, 13460, 0, 0)	0 0
(13460, 13480, 0, 0)	0 0
(13480, 13500, 0, 0)	0 0
(13500, 13520, 0, 0)	0 0
(13520, 13540, 0, 0)	0 0
(13540, 13560, 0, 0)	0 0
(13560, 13580, 0, 0)	0 0
(13580, 13600, 0, 0)	0 0
(13600, 13620, 0, 0)	0 0
(13620, 13640, 0, 0)	0 0
(13640, 13660, 0, 0)	0 0
(13660, 13680, 0, 0)	0 0
(13680, 13700, 0, 0)	0 0
(13700, 13720, 0, 0)	0 0
(13720, 13740, 0, 0)	0 0
(13740, 13760, 0, 0)	0 0
(13760, 13780, 0, 0)	0 0
(13780, 13800, 0, 0)	0 0
(13800, 13820, 0, 0)	0 0
(13820, 13840, 0, 0)	0 0
(13840, 13860, 0, 0)	0 0
(13860, 13880, 0, 0)	0 0
(13880, 13900, 0, 0)	0 0
(13900, 13920, 0, 0)	0 0
(13920, 13940, 0, 0)	0 0
(13940, 13960, 0, 0)	0 0
(13960, 13980, 0, 0)	0 0
(13980, 14000, 0, 0)	0 0
(14000, 14020, 0, 0)	0 0
(14020, 14040, 0, 0)	0 0
(14040, 14060, 0, 0)	0 0
(14060, 14080, 0, 0)	0 0
(14080, 14100, 0, 0)	0 0
(14100, 14120, 0, 0)	0 0
(14120, 14140, 0, 0)	0 0
(14140, 14160, 0, 0)	0 0
(14160, 14180, 0, 0)	0 0
(14180, 14200, 0, 0)	0 0
(14200, 14220, 0, 0)	0 0
(14220, 14240, 0, 0)	0 0
(14240, 14260, 0, 0)	0 0
(14260, 14280, 0, 0)	0 0
(14280, 14300, 0, 0)	0 0
(14300, 14320, 0, 0)	0 0
